"Tidsstempel","For how long have you been knitting?","How often do you knit?","How many consecutive hours do you knit per session? (Chose the answer that fits the best on average)","Where are you based?","Why do you knit? ","How did you learn how to knit?","Where do you most often knit?","Where do you get inspiration for new knitting designs from?  ","What is your favorite type(s) of knitting project? ","What size of knitting project do you often do?","How do you choose yarn for your projects? ","Where do you often buy yarn and why?","Is there anything you would like to add about your life as a knitter? ","Which tools/haberdashery/equipment have you used during a knitting project? Choose all you have ever used","Choose the 3 most important tools (I know it can be difficult)","When starting a new knitting project do you make sure you are able to execute the pattern or do you just jump directly into it?","Please elaborate on your question above. E.g., what motivates you about a pattern?, where do you learn new skills?","Where do you mostly get help if you encounter a problem or a technique/stitch type you can't execute?","Do you prefer physical or digital knitting patterns?","What tools would be preferable to have in an knitting app? ","Would sharing the information in the app be a necesity? (E.g., be able to see the your registered amount of yarn on multiple devices)","If yes: why would it be nice to share the data? Is there some situations where it could beneficial?","Do you have anything else to share when talking about knitting apps?","Is there anything you would like to add?"
"2022/10/12 11:25:37 PM CET","More than 20 years","Weekly","1 - 2 hours","Great Britain","Get relaxed and relief stress;Being creative by trying new stitch types, knitting techniques or new designs;To let the hours pass by (eg., while traveling, watching TV);Trying to live more sustainable;Creating knitwear designs I can't buy;Enjoying the process of creating useful items;To make knitwear that fits exactly on my body;To get happy / happier","At school","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook)","Knitwear for myself;Gifts for friends and family;Household items;Art decorative items.","Small projects (E.g., gloves, hats, socks, cloths)","I have soooo much yarn at home","Charity shops - cheap unique vintage.","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Needle gauge;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Wool winder;Knitting app(s);Notebook & pen;Crochet hook for picking up dropped stitches or adding beads","Stitch markers;Circular needles;Yarn needles (For weaving in yarn e.g., yarn ends)","The difficult level/techniques doesn't hold me back. I will just jump into it!","It varies, might want to try new techniques or might want the end result. Learn new skills from photo/picture tutorials or increasingly YouTube.","Ask / find answers on internet forums / blogs","Digital","Ability to add own notes to pattern. keep track of where I am in pattern. would love some way of counting stitches in a Swatch.","Yes, it could be nice to share the data on multiple devices","I have a phone and a tablet. I use tablet at home but phone when away from home.","Would be useful to be able to make my own prompts to record what I often forget. For example what gauge did I get, what needles, what cast on/ cast off, any changes or alterations to pattern.",""
"2022/10/13 12:54:28 AM CET","More than 20 years","","1 - 2 hours","Canada","Being social;Being creative by trying new stitch types, knitting techniques or new designs;Enjoying the process of creating useful items;To make knitwear that fits exactly on my body","Via books and magazines","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook);Test knitting for knitwear designers","Knitwear for myself;Gifts for friends and family","Large projects (E.g., adults knitwear)","I have soooo much yarn at home","Physical shops to be able to feel the yarn;Physical shops to get help from the shop owner;charity shop finds yarn passed to me from others because I knit ","","Stitch markers;Measureing tape;Circular needles;Double-pointed needles;Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Needle gauge;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Scissor / Yarn cutter;Wool winder;Notebook & pen;work off patterns in pdf format on laptop, swift, niddy noddy","Circular needles;Double-pointed needles;Needle gauge","The difficult level/techniques doesn't hold me back. I will just jump into it!","something different from what I have done before. Better if there is a new technique","Books","Digital","","","","",""
"2022/10/13 2:21:48 AM CET","11 - 20 years","Weekly","More than 5 hours","USA","Get relaxed and relief stress;Being creative by trying new stitch types, knitting techniques or new designs;To let the hours pass by (eg., while traveling, watching TV);Trying to live more sustainable;To make knitwear that fits exactly on my body","The older generations in my family passed the craft on to me","At home","Social media (e.g., Instagram, YouTube, TikTok, Facebook, Pinterest);Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook);Magazines;Yarn shops;Personal websites of knitwear designers","Knitwear for myself;Gifts for friends and family;Household items","Small projects (E.g., gloves, hats, socks, cloths)","I choose yarn based on its quality/texture/material/color","Physical shops to be able to feel the yarn;Online shops because the physical shop is too far away from my position;Yarn shows / yarn festivals","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Knitting needles (straight knitting needles);Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Trio needles / flexible double-pointed needles (Hybrid between double-pointed needle and circular needle);Needle gauge;Swatch gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Wool winder;Knit ring / yarn guide (Tool to place on finger and used for colorwork);Stitch stoppers / point protectors;Notebook & pen","Measureing tape;Stitch holder cord;Circular needles","Make sure I can do ALL the techniques","I learned at an early age but I learn now mostly on YouTube ","YouTube offers great help","Digital","Storage for yarn and needles;Overview of knitting projects;Tool for calculating yarn amount;Page for inspiration;Location of yarn shops;Video tutorials","Yes, it could be nice to share the data on multiple devices","Travel","","Have a great day"
"2022/10/13 3:14:16 AM CET","11 - 20 years","Daily","1 - 2 hours","USA","Get relaxed and relief stress;Being creative by trying new stitch types, knitting techniques or new designs;To let the hours pass by (eg., while traveling, watching TV);Enjoying the process of creating useful items;To make knitwear that fits exactly on my body","Via books and magazines","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook)","Knitwear for myself;Gifts for friends and family","Small projects (E.g., gloves, hats, socks, cloths)","I have soooo much yarn at home;I buy yarn from my favorite manufacturer;I often choose the yarn that is one sale or if there is a great offer","Online shops because it is often cheaper;Online shops because the yarn selection (brands, material, colors) is greater;Online shops because the physical shop is too far away from my position","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Knitting needles (straight knitting needles);Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Trio needles / flexible double-pointed needles (Hybrid between double-pointed needle and circular needle);Needle gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Yarn brush / yarn shaver;Scissor / Yarn cutter;Wool winder;Stitch stoppers / point protectors;Darning egg;Knitting app(s)","Double-pointed needles;Scissor / Yarn cutter;Knitting app(s)","The difficult level/techniques doesn't hold me back. I will just jump into it!","I have participated in Sock Madness for several years. This has made me a fearless knitter. I know that I can handle anything a pattern throws at me so I just dive right in. ","Ravelry","Digital","Frankly, at this point, I think it would be hard to do better than Knit Companion. It currently has everything I’m looking for - It has amazing tools for dealing with charts and counting stitches for me and helping me to keep track of where I am in the pattern and allows me to use my voice to advance the tracker. I LOVE IT","Yes, it could be nice to share the data on multiple devices","I use both an iPad and and iPhone and regularly switch between them. I don’t want to have to be tied to one or the other","The rest of the things you mention above as things that could be in a knitting app are not things I’m looking for. They are things that I generally use Ravelry for (as well as a whole lot more) and I am not looking for any sort of self-contained app to do part of what Ravelry is already doing for me",""
"2022/10/13 2:41:37 PM CET","1 - 5 year(s)","Daily","1 - 2 hours","USA","Enjoying the process of creating useful items","Through friends","At home","Social media (e.g., Instagram, YouTube, TikTok, Facebook, Pinterest)","Knitwear for myself","Medium projects (E.g., knitwear for children, bags)","I choose the suggested yarn from the designer","Online shops to get a better overview","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Swatch gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Stitch stoppers / point protectors;Notebook & pen","Circular needles;Scissor / Yarn cutter;Notebook & pen","The difficult level/techniques doesn't hold me back. I will just jump into it!","I just knit what I like. I learn new skills from Youtube and from friends.","I've got great knitting friends who knows everything","Physical","Tool for calculating yarn amount","Yes, it could be nice to share the data on multiple devices","I frequently use both my phone and my iPad for digital patterns.","I would want to be able to upload photos and pdf files. It would be great to upload a pattern and be able to write on the pattern in the app. It would eventually become a knitting diary.","I hope you come up with something soon! Best wishes!"
"2022/10/13 5:03:43 PM CET","6 - 10 years","Daily","1 - 2 hours","Great Britain","Get relaxed and relief stress;Enjoying the process of creating useful items;To get happy / happier","Through friends","At home","Social media (e.g., Instagram, YouTube, TikTok, Facebook, Pinterest);Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook);Magazines","Knitwear for myself","Large projects (E.g., adults knitwear)","I choose the suggested yarn from the designer;I choose yarn based on its quality/texture/material/color","Physical shops to be able to feel the yarn;Online shops because the yarn selection (brands, material, colors) is greater;Online shops because the physical shop is too far away from my position","","Stitch markers;Measureing tape;Circular needles;Double-pointed needles;Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter","Stitch markers;Circular needles;Yarn needles (For weaving in yarn e.g., yarn ends)","The difficult level/techniques doesn't hold me back. I will just jump into it!","I am already very experienced so I am familiar with most techniques. I am motivated by the finished outcome of a garment.","YouTube offers great help","Physical","Page for inspiration;Location of yarn shops","Yes, it could be nice to share the data on multiple devices","I think it is important to see how garments and projects look when knit by other knitters. This can often be very different than the intended design.","No",""
"2022/10/13 7:01:35 PM CET","1 - 5 year(s)","Daily","1 - 2 hours","Germany","Get relaxed and relief stress;Being creative by trying new stitch types, knitting techniques or new designs;To let the hours pass by (eg., while traveling, watching TV);Enjoying the process of creating useful items;To get happy / happier","At social media (e.g., Instagram, YouTube, TikTok, Facebook, Pinterest)","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook);Magazines","Knitwear for myself","Large projects (E.g., adults knitwear)","I choose yarn based on its quality/texture/material/color","Physical shops to be able to feel the yarn;Online shops because the yarn selection (brands, material, colors) is greater;Online shops because the physical shop is too far away from my position","I initially learned from my mother, but the last 5 years I mainly learn from Youtube and pattern instructions. ","Stitch markers;Measureing tape;Circular needles;Knitting needles (straight knitting needles);Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Trio needles / flexible double-pointed needles (Hybrid between double-pointed needle and circular needle);Needle gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Wool winder;Stitch stoppers / point protectors;Notebook & pen","Measureing tape;Circular needles;Scissor / Yarn cutter","The difficult level/techniques doesn't hold me back. I will just jump into it!","I don't believe there's a knitting technique I can't learn, so I just dive in to it and figure it out. It is not that difficult... ","YouTube offers great help","Digital","Overview of knitting projects;Digital patterns;Page for inspiration","Yes, it could be nice to share the data on multiple devices","I like to work on my laptop at home, but it is nice to have the same information on my phone when away from home. ","I would say Ravelry has all the functions, except for having a good app for Android and Apple. I use Ravelry mainly to find new patterns, to get inspirations and to keep track of my projects. To be able to check others projects and that all information is linked is key.","Don't let the critical comments on the forum hold you back from your research :). Good luck!"
"2022/10/13 7:05:37 PM CET","6 - 10 years","Weekly","More than 5 hours","Canada","Get relaxed and relief stress;To get happy / happier","Through friends","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook);Magazines;Yarn shops","Knitwear for myself;Gifts for friends and family","Large projects (E.g., adults knitwear)","I have soooo much yarn at home;I buy yarn from my favorite manufacturer","Online shops because the physical shop is too far away from my position","","Stitch markers;Stitch holder cord;Circular needles;Double-pointed needles;Knitting needles (straight knitting needles);Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Needle gauge;Swatch gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Yarn threader;Scissor / Yarn cutter;Wool winder;Stitch stoppers / point protectors;Knitting app(s);Notebook & pen","Yarn threader;Wool winder;Notebook & pen","The difficult level/techniques doesn't hold me back. I will just jump into it!","I like challenging knitting to keep me engaged - too much of the same old thing leaves me bored and unmotivated. I will look up tutorials on how to do new things and then just do them as part of a pattern that looks interesting","YouTube offers great help","Digital","Knitting counter;Tool for calculating yarn amount;Video tutorials","Yes, it could be nice to share the data on multiple devices","If you get a new phone. Also I have a tablet and sometimes it's nice to use the larger screen.","",""
"2022/10/13 9:34:52 PM CET","1 - 5 year(s)","Daily","1 - 2 hours","USA","Get relaxed and relief stress;Being creative by trying new stitch types, knitting techniques or new designs;To let the hours pass by (eg., while traveling, watching TV);Enjoying the process of creating useful items;To get happy / happier","At social media (e.g., Instagram, YouTube, TikTok, Facebook, Pinterest)","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook);Yarn shops;Personal websites of knitwear designers","Knitwear for myself","Large projects (E.g., adults knitwear)","I choose the suggested yarn from the designer;I have soooo much yarn at home;I choose yarn based on its quality/texture/material/color","Physical shops to be able to feel the yarn;Physical shops to get help from the shop owner;Online shops because it is often cheaper","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Swatch gauge;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Wool winder;Stitch stoppers / point protectors;Notebook & pen","Stitch markers;Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Scissor / Yarn cutter","The difficult level/techniques doesn't hold me back. I will just jump into it!","","YouTube offers great help","Physical","","","","",""
"2022/10/14 1:26:24 AM CET","11 - 20 years","Daily","1 - 2 hours","USA","Enjoying the process of creating useful items;To make knitwear that fits exactly on my body","Through friends","At home","My imagination;Knitting pattern books","Knitwear for myself;Knitwear for my children","Medium projects (E.g., knitwear for children, bags)","I have soooo much yarn at home;I choose yarn based on its quality/texture/material/color","Physical shops to be able to feel the yarn","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Knitting needles (straight knitting needles);Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Needle gauge;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Wool winder;Darning egg;Notebook & pen","Measureing tape;Double-pointed needles;Yarn needles (For weaving in yarn e.g., yarn ends)","The difficult level/techniques doesn't hold me back. I will just jump into it!","Tailoring the features of the finished object","Books","Physical","Video tutorials","Yes, it could be nice to share the data on multiple devices","I would want to reference it on whatever screen is nearest ","",""
"2022/10/14 2:05:20 AM CET","More than 20 years","Daily","More than 5 hours","USA","Get relaxed and relief stress;Being social;Being creative by trying new stitch types, knitting techniques or new designs;To let the hours pass by (eg., while traveling, watching TV);Creating knitwear designs I can't buy;Enjoying the process of creating useful items;To make knitwear that fits exactly on my body;To get happy / happier","Self taught","Home, Lys, and social","Social media (e.g., Instagram, YouTube, TikTok, Facebook, Pinterest);Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook);Yarn shops;My knitting peeps","Knitwear for myself;Gifts for friends and family","Large projects (E.g., adults knitwear)","I choose the suggested yarn from the designer;I have soooo much yarn at home;I buy yarn from my favorite manufacturer;I choose yarn based on its quality/texture/material/color","Physical shops to be able to feel the yarn;Online shops because the yarn selection (brands, material, colors) is greater;Yarn shows / yarn festivals","Knitting is my passion and a huge part of my self identity.  It brings me a great deal of satisfaction and pride.","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Needle gauge;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Wool winder;Notebook & pen","Stitch markers;Measureing tape;Circular needles","The difficult level/techniques doesn't hold me back. I will just jump into it!","I like some detail that makes it unique.","YouTube offers great help","Digital","Overview of knitting projects;Digital patterns;Knitting counter;Tool for calculating yarn amount;Page for inspiration;Video tutorials;General notes","Yes, it could be nice to share the data on multiple devices","","",""
"2022/10/14 2:20:18 AM CET","More than 20 years","Weekly","1 - 2 hours","USA","Get relaxed and relief stress;To let the hours pass by (eg., while traveling, watching TV);Enjoying the process of creating useful items;To make knitwear that fits exactly on my body","Via books and magazines","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook);My imagination","Knitwear for myself;Household items","Small projects (E.g., gloves, hats, socks, cloths)","I have soooo much yarn at home","Online shops because it is often cheaper","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Knitting needles (straight knitting needles);Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Needle gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Yarn threader;Scissor / Yarn cutter;Wool winder;Stitch stoppers / point protectors;Notebook & pen","Circular needles;Double-pointed needles;Row/round counter / knitting counter","The difficult level/techniques doesn't hold me back. I will just jump into it!","I like to challenge myself. Teach myself or use youtube for new skills.","YouTube offers great help","Physical","Overview of knitting projects;Digital patterns;Knitting counter","No, I would like to keep my data on one device","","price is a concern",""
"2022/10/14 4:23:50 PM CET","More than 20 years","Weekly","1 - 2 hours","USA","Get relaxed and relief stress;Being creative by trying new stitch types, knitting techniques or new designs;To let the hours pass by (eg., while traveling, watching TV)","The older generations in my family passed the craft on to me","At home","Ravelry","Charity","Small projects (E.g., gloves, hats, socks, cloths)","I often choose the yarn that is one sale or if there is a great offer","Physical shops to be able to feel the yarn","","Stitch markers;Measureing tape;Circular needles;Double-pointed needles;Needle gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Scissor / Yarn cutter","Stitch markers;Circular needles;Scissor / Yarn cutter","Make sure I can do ALL the techniques","Read through the steps to ascertain if it’s something I want to make.","YouTube offers great help","Physical","Storage for yarn and needles;Overview of knitting projects;Knitting counter;Video tutorials","No, I would like to keep my data on one device","","",""
"2022/10/14 4:37:54 PM CET","1 - 5 year(s)","Weekly","1 - 2 hours","Germany","Get relaxed and relief stress;To let the hours pass by (eg., while traveling, watching TV);Enjoying the process of creating useful items;To get happy / happier","Via books and magazines","At home","Social media (e.g., Instagram, YouTube, TikTok, Facebook, Pinterest);Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook)","Gifts for friends and family","Small projects (E.g., gloves, hats, socks, cloths)","I choose yarn based on its quality/texture/material/color","Physical shops to be able to feel the yarn;Online shops because the yarn selection (brands, material, colors) is greater;Online shops because the physical shop is too far away from my position","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Trio needles / flexible double-pointed needles (Hybrid between double-pointed needle and circular needle);Needle gauge;Swatch gauge;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Wool winder;Notebook & pen","Stitch markers;Measureing tape;Circular needles","The difficult level/techniques doesn't hold me back. I will just jump into it!","Typically the look of the project","Ask / find answers on internet forums / blogs","Digital","Digital patterns;Knitting counter","Yes, it could be nice to share the data on multiple devices","When away from home on my phone","Look at KnitCompanion. It does everything you’ve asked about",""
"2022/10/14 5:59:19 PM CET","More than 20 years","Daily","1 - 2 hours","USA","Being creative by trying new stitch types, knitting techniques or new designs","Via books and magazines","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook)","Knitwear for myself","Large projects (E.g., adults knitwear)","I choose yarn based on its quality/texture/material/color","Online shops because the physical shop is too far away from my position","The online database on Ravelry has become essential for knitting and design.","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Knitting needles (straight knitting needles);Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Needle gauge;Swatch gauge;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Stitch stoppers / point protectors;Darning egg;Notebook & pen;stitch markers!!! (slipped onto needle between stitches)","Stitch markers;Circular needles;Notebook & pen","The difficult level/techniques doesn't hold me back. I will just jump into it!","1. love the pattern and must make it 2. a yarn tells me what it wants to be","Ask / find answers on internet forums / blogs","Physical","Storage for yarn and needles;Digital patterns;Video tutorials;search function for patterns/discussion forum","Yes, it could be nice to share the data on multiple devices","have to know when shopping for yarn duh","I like being able to post photos for projects and yarn","It is crirical to moderate online sites to eliminate bots/abusive language/unrelated topics"
"2022/10/14 6:27:11 PM CET","More than 20 years","Weekly","1 - 2 hours","Canada","Get relaxed and relief stress;Being creative by trying new stitch types, knitting techniques or new designs;Creating knitwear designs I can't buy;Enjoying the process of creating useful items;To make knitwear that fits exactly on my body","The older generations in my family passed the craft on to me","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook)","Knitwear for myself;Gifts for friends and family;Charity","Large projects (E.g., adults knitwear)","I have soooo much yarn at home;I choose yarn based on its quality/texture/material/color","Physical shops to be able to feel the yarn","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Knitting needles (straight knitting needles);Needle gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Wool winder;Stitch stoppers / point protectors;crochet hook","Circular needles;Yarn needles (For weaving in yarn e.g., yarn ends);crochet hook for picking up dropped stitches, pulling in ends too short for yarn needle","The difficult level/techniques doesn't hold me back. I will just jump into it!","Wanting to learn new things, YouTube can be very helpful ","YouTube offers great help","Physical","off-line capability","No, I would like to keep my data on one device","","","Internet dependent apps hold no appeal in areas when connectivity is slow or spotty. People living in large urban centres tend to forget this. Also, a large part of the appeal of knitting and otherwise producing hand-made items is the ability to disconnect for a while from interaction with technology."
"2022/10/14 11:29:09 PM CET","More than 20 years","Weekly","1 - 2 hours","USA","Get relaxed and relief stress;Being creative by trying new stitch types, knitting techniques or new designs;Enjoying the process of creating useful items;satisfying my touching sense and my visual sense, seeing beauty appear out of string","The older generations in my family passed the craft on to me","At home","Social media (e.g., Instagram, YouTube, TikTok, Facebook, Pinterest);Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook);Personal websites of knitwear designers","Knitwear for myself;Gifts for friends and family","Large projects (E.g., adults knitwear)","I have favorite go-to yarns, they are like old friends","Online shops because the yarn selection (brands, material, colors) is greater","I like the way it connects me with people, friends in my knitting group, and other friends who knit, but also people from other cultures, countries and historical eras.  I like to find out about knitting techniques from long ago and/or far away and attempt them myself, if possible.","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Knitting needles (straight knitting needles);Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Needle gauge;Swatch gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Yarn brush / yarn shaver;Scissor / Yarn cutter;Wool winder;Stitch stoppers / point protectors","Stitch markers;Circular needles;Yarn needles (For weaving in yarn e.g., yarn ends)","The difficult level/techniques doesn't hold me back. I will just jump into it!","Appeal of finished product, interesting features such as asymmetry, echoes of traditional patterns incorporated into modern construction design.  I learn new skills from knitting new projects, which sometimes include a technique tutorial.  After I finish my current sweater, I am planning to try Swedish twined knitting to make a pair of gloves.","YouTube offers great help","Digital","Overview of knitting projects;Overview of gauge swatches;Digital patterns;Page for inspiration","Yes, it could be nice to share the data on multiple devices","I am very data & device fluid -- always going from one device to another, and expecting them all to communicate.  It would feel as though I had encountered a road block, particularly if I couldn't access things from my laptop, which I bring with me everywhere.","Having the inspiration of beautiful pictures of knitting would be more important for me than having a place to store notes on a project.  Knitting advertising would be a plus (unlike advertising in other apps), but nothing that aggressively grabs the attention or fatigues the eyes.","I wish you luck on your research project!  Be well!"
"2022/10/14 11:51:13 PM CET","More than 20 years","Weekly","1 - 2 hours","Canada","Get relaxed and relief stress;Being creative by trying new stitch types, knitting techniques or new designs;For charity and human in needs;Enjoying the process of creating useful items","At local yarn communities","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook)","Charity","Small projects (E.g., gloves, hats, socks, cloths)","I have soooo much yarn at home","Online shops to get a better overview;Yarn shows / yarn festivals","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Knitting needles (straight knitting needles);Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Trio needles / flexible double-pointed needles (Hybrid between double-pointed needle and circular needle);Needle gauge;Swatch gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Wool winder;Stitch stoppers / point protectors;Knitting app(s);Notebook & pen","Stitch markers;Yarn needles (For weaving in yarn e.g., yarn ends);Scissor / Yarn cutter","The difficult level/techniques doesn't hold me back. I will just jump into it!","Learn new skills or master a technique","Ask / find answers on internet forums / blogs","Digital","Storage for yarn and needles;Overview of knitting projects;Digital patterns;Video tutorials","Yes, it could be nice to share the data on multiple devices","Sometimes I’m using my phone and other times I use my iPad.","",""
"2022/10/15 12:26:19 AM CET","6 - 10 years","Daily","1 - 2 hours","USA","Get relaxed and relief stress;Being creative by trying new stitch types, knitting techniques or new designs;Enjoying the process of creating useful items;To get happy / happier;To make gifts.","At social media (e.g., Instagram, YouTube, TikTok, Facebook, Pinterest)","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook);Magazines;Yarn shops","Gifts for friends and family","Medium projects (E.g., knitwear for children, bags)","I have soooo much yarn at home;I buy yarn from my favorite manufacturer;I choose yarn based on its quality/texture/material/color","Physical shops to be able to feel the yarn;Physical shops to get help from the shop owner;Yarn shows / yarn festivals","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Knitting needles (straight knitting needles);Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Needle gauge;Swatch gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Knitting app(s);Notebook & pen;Crochet hooks","Circular needles;Equiment for blocking;Crochet hooks","The difficult level/techniques doesn't hold me back. I will just jump into it!","I tend to pick yarns that I like and then find projects that I think will showcase it well. I'll take classes, but mostly it's youtube and books.","Ask / find answers on internet forums / blogs","Physical","Tool for calculating yarn amount;Location of yarn shops;Video tutorials;General notes","Yes, it could be nice to share the data on multiple devices","I tend to use more than one device. ","",""
"2022/10/15 12:30:05 AM CET","More than 20 years","Weekly","1 - 2 hours","USA","Get relaxed and relief stress","The older generations in my family passed the craft on to me","At home","Pattern sellers/databases (e.g., Ravelry, Etsy, Yarnbook);Magazines;Yarn shops","Gifts for friends and family","Small projects (E.g., gloves, hats, socks, cloths)","I have soooo much yarn at home","Physical shops to be able to feel the yarn;Online shops because the yarn selection (brands, material, colors) is greater;Yarn shows / yarn festivals","","Stitch markers;Measureing tape;Stitch holder cord;Circular needles;Double-pointed needles;Knitting needles (straight knitting needles);Cable needles (Short, straight/curved needle to hold stitches in cable knitting);Needle gauge;Swatch gauge;Row/round counter / knitting counter;Yarn needles / tapestry needles (e.g., for weaving in ends and sewing seams);Equiment for blocking;Scissor / Yarn cutter;Wool winder;Knitting app(s);Notebook & pen","Circular needles;Row/round counter / knitting counter;Knitting app(s)","The difficult level/techniques doesn't hold me back. I will just jump into it!","","YouTube offers great help","Digital","Storage for yarn and needles;Overview of knitting projects;Overview of gauge swatches;Digital patterns;Knitting counter;Tool for calculating yarn amount;Page for inspiration;Video tutorials;General notes","Yes, it could be nice to share the data on multiple devices","","",""
